modified_date,jobcountry,% of job postings
24/1/24,FR,1.436473617
25/1/24,FR,1.439774941
26/1/24,FR,1.441192834
27/1/24,FR,1.441116922
28/1/24,FR,1.43688668
29/1/24,FR,1.4287399
30/1/24,FR,1.425988583
31/1/24,FR,1.422477253
1/2/24,FR,1.421660607
2/2/24,FR,1.422049279
3/2/24,FR,1.420829482
4/2/24,FR,1.4218393
5/2/24,FR,1.424639554
6/2/24,FR,1.42326387
7/2/24,FR,1.420890305
8/2/24,FR,1.419762343
9/2/24,FR,1.418476273
10/2/24,FR,1.413454007
11/2/24,FR,1.411142648
12/2/24,FR,1.407895408
13/2/24,FR,1.407521847
14/2/24,FR,1.409184949
15/2/24,FR,1.408700667
16/2/24,FR,1.406016717
17/2/24,FR,1.406483667
18/2/24,FR,1.407137602
19/2/24,FR,1.410833146
20/2/24,FR,1.414824875
21/2/24,FR,1.421893893
22/2/24,FR,1.422012784
23/2/24,FR,1.424145738
24/2/24,FR,1.426775143
25/2/24,FR,1.428470269
26/2/24,FR,1.428180812
27/2/24,FR,1.427242047
28/2/24,FR,1.424057678
29/2/24,FR,1.426497601
1/3/24,FR,1.428097008
2/3/24,FR,1.430464051
3/3/24,FR,1.435086693
4/3/24,FR,1.442850261
5/3/24,FR,1.447928639
6/3/24,FR,1.450008187
7/3/24,FR,1.450659558
8/3/24,FR,1.453458631
9/3/24,FR,1.457358109
10/3/24,FR,1.460900703
11/3/24,FR,1.461565786
12/3/24,FR,1.460503065
13/3/24,FR,1.460491361
14/3/24,FR,1.460467865
15/3/24,FR,1.458993259
16/3/24,FR,1.455409202
17/3/24,FR,1.454375621
18/3/24,FR,1.451319405
19/3/24,FR,1.450444748
20/3/24,FR,1.449022238
21/3/24,FR,1.448845899
22/3/24,FR,1.449293385
23/3/24,FR,1.454997022
24/3/24,FR,1.4526429
25/3/24,FR,1.453455724
26/3/24,FR,1.456081769
27/3/24,FR,1.459649011
28/3/24,FR,1.464124186
29/3/24,FR,1.467958959
30/3/24,FR,1.470459116
31/3/24,FR,1.474509567
1/1/19,GB,1.839740265
2/1/19,GB,1.842296359
3/1/19,GB,1.840154419
4/1/19,GB,1.834803637
5/1/19,GB,1.82616703
6/1/19,GB,1.825802176
7/1/19,GB,1.82668127
8/1/19,GB,1.827275706
9/1/19,GB,1.820874997
10/1/19,GB,1.813249752
11/1/19,GB,1.802624723
12/1/19,GB,1.792847002
13/1/19,GB,1.782422559
14/1/19,GB,1.772418532
15/1/19,GB,1.759908833
16/1/19,GB,1.754544116
17/1/19,GB,1.749576955
18/1/19,GB,1.748871139
19/1/19,GB,1.747953693
20/1/19,GB,1.746682245
21/1/19,GB,1.745933967
22/1/19,GB,1.745888517
23/1/19,GB,1.743237657
24/1/19,GB,1.742124754
25/1/19,GB,1.740923804
26/1/19,GB,1.738921885
27/1/19,GB,1.735538383
28/1/19,GB,1.731590685
29/1/19,GB,1.730132124
30/1/19,GB,1.73138272
31/1/19,GB,1.733281318
1/2/19,GB,1.738515644
2/2/19,GB,1.743096685
3/2/19,GB,1.748691663
4/2/19,GB,1.754300459
5/2/19,GB,1.759135605
6/2/19,GB,1.761418999
7/2/19,GB,1.762409354
8/2/19,GB,1.762165437
9/2/19,GB,1.761984906
10/2/19,GB,1.762010314
11/2/19,GB,1.764473034
12/2/19,GB,1.761327386
13/2/19,GB,1.760094506
14/2/19,GB,1.758653237
15/2/19,GB,1.757058809
16/2/19,GB,1.753770214
17/2/19,GB,1.75226896
18/2/19,GB,1.74743832
19/2/19,GB,1.747074612
20/2/19,GB,1.747108113
21/2/19,GB,1.748936268
22/2/19,GB,1.749360078
23/2/19,GB,1.75198373
24/2/19,GB,1.754165602
25/2/19,GB,1.758250151
26/2/19,GB,1.762215579
27/2/19,GB,1.765190479
28/2/19,GB,1.76560773
1/3/19,GB,1.768522551
2/3/19,GB,1.77647765
3/3/19,GB,1.780272664
4/3/19,GB,1.785268539
5/3/19,GB,1.789892349
6/3/19,GB,1.800399515
7/3/19,GB,1.796183307
8/3/19,GB,1.794323602
9/3/19,GB,1.787730467
10/3/19,GB,1.784073198
11/3/19,GB,1.777267854
12/3/19,GB,1.773022976
13/3/19,GB,1.762257838
14/3/19,GB,1.766840884
15/3/19,GB,1.766199763
16/3/19,GB,1.764802755
17/3/19,GB,1.764485264
18/3/19,GB,1.765273565
19/3/19,GB,1.7641783
20/3/19,GB,1.764440274
21/3/19,GB,1.763980806
22/3/19,GB,1.762044683
23/3/19,GB,1.760638496
24/3/19,GB,1.758836891
25/3/19,GB,1.756593363
26/3/19,GB,1.753915
27/3/19,GB,1.749510203
28/3/19,GB,1.745661315
29/3/19,GB,1.743566652
30/3/19,GB,1.742858171
31/3/19,GB,1.740945279
1/4/19,GB,1.740812818
2/4/19,GB,1.739013754
3/4/19,GB,1.736202771
4/4/19,GB,1.736897398
5/4/19,GB,1.737095509
6/4/19,GB,1.734276097
7/4/19,GB,1.735440974
8/4/19,GB,1.731094614
9/4/19,GB,1.726802194
10/4/19,GB,1.725327235
11/4/19,GB,1.71949209
12/4/19,GB,1.716720597
13/4/19,GB,1.715742509
14/4/19,GB,1.713270486
15/4/19,GB,1.714436995
16/4/19,GB,1.718183522
17/4/19,GB,1.718915313
18/4/19,GB,1.72198313
19/4/19,GB,1.721425642
20/4/19,GB,1.72523002
21/4/19,GB,1.726384413
22/4/19,GB,1.728456349
23/4/19,GB,1.73137486
24/4/19,GB,1.738006508
25/4/19,GB,1.749605701
26/4/19,GB,1.76275976
27/4/19,GB,1.767894615
28/4/19,GB,1.774871567
29/4/19,GB,1.780017691
30/4/19,GB,1.781711082
1/5/19,GB,1.783571033
2/5/19,GB,1.780027122
3/5/19,GB,1.777232679
4/5/19,GB,1.777908083
5/5/19,GB,1.778738549
6/5/19,GB,1.779143615
7/5/19,GB,1.781916845
8/5/19,GB,1.780713837
9/5/19,GB,1.777836414
10/5/19,GB,1.774575897
11/5/19,GB,1.77017465
12/5/19,GB,1.764074669
13/5/19,GB,1.760044188
14/5/19,GB,1.755065838
15/5/19,GB,1.753410325
16/5/19,GB,1.753250123
17/5/19,GB,1.752545316
18/5/19,GB,1.752572973
19/5/19,GB,1.751306148
20/5/19,GB,1.751034863
21/5/19,GB,1.750166152
22/5/19,GB,1.7475391
23/5/19,GB,1.745517625
24/5/19,GB,1.743116474
25/5/19,GB,1.742162284
26/5/19,GB,1.741567186
27/5/19,GB,1.738833013
28/5/19,GB,1.738427506
29/5/19,GB,1.737409459
30/5/19,GB,1.735473031
31/5/19,GB,1.735037899
1/6/19,GB,1.73787609
2/6/19,GB,1.741366967
3/6/19,GB,1.74563661
4/6/19,GB,1.748865424
5/6/19,GB,1.752508381
6/6/19,GB,1.754473147
7/6/19,GB,1.754824978
8/6/19,GB,1.751892471
9/6/19,GB,1.750207493
10/6/19,GB,1.749719206
11/6/19,GB,1.747863821
12/6/19,GB,1.747112943
13/6/19,GB,1.747745857
14/6/19,GB,1.74795143
15/6/19,GB,1.750182682
16/6/19,GB,1.751953221
17/6/19,GB,1.751717721
18/6/19,GB,1.751914964
19/6/19,GB,1.751879974
20/6/19,GB,1.752585851
21/6/19,GB,1.754342806
22/6/19,GB,1.754473331
23/6/19,GB,1.753403313
24/6/19,GB,1.752478515
25/6/19,GB,1.752336342
26/6/19,GB,1.748627742
27/6/19,GB,1.745012909
28/6/19,GB,1.740185792
29/6/19,GB,1.736386846
30/6/19,GB,1.733657942
1/7/19,GB,1.731603032
2/7/19,GB,1.727135148
3/7/19,GB,1.725774297
4/7/19,GB,1.727136871
5/7/19,GB,1.728915931
6/7/19,GB,1.730572582
7/7/19,GB,1.731855714
8/7/19,GB,1.733995393
9/7/19,GB,1.737666361
10/7/19,GB,1.742050744
11/7/19,GB,1.743786078
12/7/19,GB,1.745589481
13/7/19,GB,1.743488401
14/7/19,GB,1.745194186
15/7/19,GB,1.745139238
16/7/19,GB,1.746724035
17/7/19,GB,1.747486963
18/7/19,GB,1.746233608
19/7/19,GB,1.745109074
20/7/19,GB,1.746434735
21/7/19,GB,1.744996834
22/7/19,GB,1.743568304
23/7/19,GB,1.740878263
24/7/19,GB,1.737163316
25/7/19,GB,1.736534356
26/7/19,GB,1.740292078
27/7/19,GB,1.743517855
28/7/19,GB,1.746380026
29/7/19,GB,1.748339651
30/7/19,GB,1.749872716
31/7/19,GB,1.74949077
1/8/19,GB,1.748696828
2/8/19,GB,1.743350714
3/8/19,GB,1.739324101
4/8/19,GB,1.734427247
5/8/19,GB,1.731454519
6/8/19,GB,1.729544771
7/8/19,GB,1.729198661
8/8/19,GB,1.728305926
9/8/19,GB,1.727147083
10/8/19,GB,1.726402235
11/8/19,GB,1.724922532
12/8/19,GB,1.72463042
13/8/19,GB,1.722582656
14/8/19,GB,1.722583504
15/8/19,GB,1.725335008
16/8/19,GB,1.730299068
17/8/19,GB,1.732468464
18/8/19,GB,1.737682588
19/8/19,GB,1.741185432
20/8/19,GB,1.743799035
21/8/19,GB,1.745690027
22/8/19,GB,1.745272739
23/8/19,GB,1.743447724
24/8/19,GB,1.743422809
25/8/19,GB,1.743055058
26/8/19,GB,1.741597149
27/8/19,GB,1.743360441
28/8/19,GB,1.744200772
29/8/19,GB,1.744275032
30/8/19,GB,1.74421121
31/8/19,GB,1.745761248
1/9/19,GB,1.746274783
2/9/19,GB,1.748233535
3/9/19,GB,1.749034102
4/9/19,GB,1.748743492
5/9/19,GB,1.74735913
6/9/19,GB,1.745567871
7/9/19,GB,1.741469265
8/9/19,GB,1.73795348
9/9/19,GB,1.736867903
10/9/19,GB,1.733644851
11/9/19,GB,1.731862722
12/9/19,GB,1.731786195
13/9/19,GB,1.731411018
14/9/19,GB,1.73257837
15/9/19,GB,1.732848497
16/9/19,GB,1.730881017
17/9/19,GB,1.731641447
18/9/19,GB,1.732554119
19/9/19,GB,1.731497864
20/9/19,GB,1.738903458
21/9/19,GB,1.745195582
22/9/19,GB,1.749765012
23/9/19,GB,1.756108371
24/9/19,GB,1.759675781
25/9/19,GB,1.764410644
26/9/19,GB,1.764512472
27/9/19,GB,1.75767099
28/9/19,GB,1.74968384
29/9/19,GB,1.743373303
30/9/19,GB,1.737108921
1/10/19,GB,1.734719789
2/10/19,GB,1.732356479
3/10/19,GB,1.733799349
4/10/19,GB,1.733971426
5/10/19,GB,1.735736301
6/10/19,GB,1.738303287
7/10/19,GB,1.739394031
8/10/19,GB,1.739398826
9/10/19,GB,1.739107278
10/10/19,GB,1.741592549
11/10/19,GB,1.746836324
12/10/19,GB,1.753966874
13/10/19,GB,1.759569845
14/10/19,GB,1.765455356
15/10/19,GB,1.772491554
16/10/19,GB,1.774499249
17/10/19,GB,1.776816212
18/10/19,GB,1.777140308
19/10/19,GB,1.774533076
20/10/19,GB,1.773750158
21/10/19,GB,1.771974671
22/10/19,GB,1.769736814
23/10/19,GB,1.772628354
24/10/19,GB,1.775402284
25/10/19,GB,1.77893812
26/10/19,GB,1.783881493
27/10/19,GB,1.78857808
28/10/19,GB,1.79299304
29/10/19,GB,1.796187944
30/10/19,GB,1.800121674
31/10/19,GB,1.8034225
1/11/19,GB,1.807631533
2/11/19,GB,1.809717602
3/11/19,GB,1.81161405
4/11/19,GB,1.813890072
5/11/19,GB,1.814421108
6/11/19,GB,1.8130852
7/11/19,GB,1.812258186
8/11/19,GB,1.80939456
9/11/19,GB,1.808428588
10/11/19,GB,1.806179117
11/11/19,GB,1.804578126
12/11/19,GB,1.80590519
13/11/19,GB,1.808183178
14/11/19,GB,1.810341328
15/11/19,GB,1.812491973
16/11/19,GB,1.813253762
17/11/19,GB,1.813642116
18/11/19,GB,1.81426819
19/11/19,GB,1.813348612
20/11/19,GB,1.811831326
21/11/19,GB,1.810224741
22/11/19,GB,1.812375773
23/11/19,GB,1.812468971
24/11/19,GB,1.812766678
25/11/19,GB,1.812571598
26/11/19,GB,1.813114552
27/11/19,GB,1.816293323
28/11/19,GB,1.822075886
29/11/19,GB,1.824015601
30/11/19,GB,1.827718261
1/12/19,GB,1.835062455
2/12/19,GB,1.842792887
3/12/19,GB,1.85007236
4/12/19,GB,1.854084983
5/12/19,GB,1.855881113
6/12/19,GB,1.860224922
7/12/19,GB,1.863939138
8/12/19,GB,1.868219267
9/12/19,GB,1.872423514
10/12/19,GB,1.876214359
11/12/19,GB,1.881828567
12/12/19,GB,1.885974093
13/12/19,GB,1.891956917
14/12/19,GB,1.892794773
15/12/19,GB,1.896514079
16/12/19,GB,1.899211406
17/12/19,GB,1.902321068
18/12/19,GB,1.904506597
19/12/19,GB,1.90948738
20/12/19,GB,1.909631692
21/12/19,GB,1.916320603
22/12/19,GB,1.919532686
23/12/19,GB,1.923618954
24/12/19,GB,1.929515982
25/12/19,GB,1.936412278
26/12/19,GB,1.942632455
27/12/19,GB,1.953575863
28/12/19,GB,1.961413128
29/12/19,GB,1.969569328
30/12/19,GB,1.977607598
31/12/19,GB,1.983318653
1/1/20,GB,1.989345052
2/1/20,GB,1.996273755
3/1/20,GB,1.997838432
4/1/20,GB,1.997137343
5/1/20,GB,1.996933119
6/1/20,GB,1.996739427
7/1/20,GB,1.991901811
8/1/20,GB,1.985598158
9/1/20,GB,1.975517593
10/1/20,GB,1.969876793
11/1/20,GB,1.963564053
12/1/20,GB,1.956942021
13/1/20,GB,1.950850103
14/1/20,GB,1.947212161
15/1/20,GB,1.940976933
16/1/20,GB,1.935294874
17/1/20,GB,1.92702521
18/1/20,GB,1.928379182
19/1/20,GB,1.927589634
20/1/20,GB,1.923543374
21/1/20,GB,1.922628877
22/1/20,GB,1.924623313
23/1/20,GB,1.927603819
24/1/20,GB,1.92921559
25/1/20,GB,1.924958841
26/1/20,GB,1.920179653
27/1/20,GB,1.918507005
28/1/20,GB,1.91546425
29/1/20,GB,1.913172703
30/1/20,GB,1.910280836
31/1/20,GB,1.912160408
1/2/20,GB,1.914653746
2/2/20,GB,1.917445713
3/2/20,GB,1.918135606
4/2/20,GB,1.919154799
5/2/20,GB,1.920854769
6/2/20,GB,1.923168968
7/2/20,GB,1.923434254
8/2/20,GB,1.925273299
9/2/20,GB,1.926375031
10/2/20,GB,1.931676631
11/2/20,GB,1.936977112
12/2/20,GB,1.939606677
13/2/20,GB,1.94196868
14/2/20,GB,1.943494797
15/2/20,GB,1.946467888
16/2/20,GB,1.952400121
17/2/20,GB,1.954420076
18/2/20,GB,1.953275346
19/2/20,GB,1.956801885
20/2/20,GB,1.959509019
21/2/20,GB,1.959746018
22/2/20,GB,1.956833536
23/2/20,GB,1.955448971
24/2/20,GB,1.954657597
25/2/20,GB,1.95855096
26/2/20,GB,1.959364509
27/2/20,GB,1.960691283
28/2/20,GB,1.962609859
29/2/20,GB,1.965192239
1/3/20,GB,1.96686724
2/3/20,GB,1.967226623
3/3/20,GB,1.966004255
4/3/20,GB,1.962684587
5/3/20,GB,1.959733497
6/3/20,GB,1.957578926
7/3/20,GB,1.954784315
8/3/20,GB,1.950386898
9/3/20,GB,1.948257997
10/3/20,GB,1.947905524
11/3/20,GB,1.948131015
12/3/20,GB,1.949027883
13/3/20,GB,1.950188288
14/3/20,GB,1.953150217
15/3/20,GB,1.956974317
16/3/20,GB,1.962132338
17/3/20,GB,1.970041718
18/3/20,GB,1.981429086
19/3/20,GB,1.99307893
20/3/20,GB,2.007489275
21/3/20,GB,2.024240095
22/3/20,GB,2.042985684
23/3/20,GB,2.061110545
24/3/20,GB,2.075163538
25/3/20,GB,2.093740659
26/3/20,GB,2.111154557
27/3/20,GB,2.125417396
28/3/20,GB,2.137852162
29/3/20,GB,2.145707048
30/3/20,GB,2.154191161
31/3/20,GB,2.164425164
1/4/20,GB,2.171459492
2/4/20,GB,2.176740538
3/4/20,GB,2.182408359
4/4/20,GB,2.181710745
5/4/20,GB,2.186627124
6/4/20,GB,2.189399251
7/4/20,GB,2.193785679
8/4/20,GB,2.193232326
9/4/20,GB,2.193840834
10/4/20,GB,2.193767321
11/4/20,GB,2.197303698
12/4/20,GB,2.202136225
13/4/20,GB,2.208210261
14/4/20,GB,2.214602644
15/4/20,GB,2.21857906
16/4/20,GB,2.222006909
17/4/20,GB,2.231338036
18/4/20,GB,2.237217578
19/4/20,GB,2.240108784
20/4/20,GB,2.252015127
21/4/20,GB,2.260926331
22/4/20,GB,2.275901455
23/4/20,GB,2.282276648
24/4/20,GB,2.283392649
25/4/20,GB,2.285768084
26/4/20,GB,2.289413044
27/4/20,GB,2.28198284
28/4/20,GB,2.27373079
29/4/20,GB,2.263253586
30/4/20,GB,2.258660053
1/5/20,GB,2.257017921
2/5/20,GB,2.263191104
3/5/20,GB,2.258251871
4/5/20,GB,2.258644739
5/5/20,GB,2.260357989
6/5/20,GB,2.26538807
7/5/20,GB,2.269167699
8/5/20,GB,2.268840523
9/5/20,GB,2.264403731
10/5/20,GB,2.269167955
11/5/20,GB,2.265450351
12/5/20,GB,2.259057889
13/5/20,GB,2.241772704
14/5/20,GB,2.231104719
15/5/20,GB,2.23226967
16/5/20,GB,2.22471975
17/5/20,GB,2.216700643
18/5/20,GB,2.211331284
19/5/20,GB,2.207707392
20/5/20,GB,2.206047606
21/5/20,GB,2.201814202
22/5/20,GB,2.197526183
23/5/20,GB,2.194187265
24/5/20,GB,2.186850099
25/5/20,GB,2.184917567
26/5/20,GB,2.179811726
27/5/20,GB,2.184089348
28/5/20,GB,2.188704222
29/5/20,GB,2.186946897
30/5/20,GB,2.197241179
31/5/20,GB,2.201844896
1/6/20,GB,2.201171322
2/6/20,GB,2.205716932
3/6/20,GB,2.208487573
4/6/20,GB,2.209632978
5/6/20,GB,2.209489564
6/6/20,GB,2.205379039
7/6/20,GB,2.20861492
8/6/20,GB,2.21261165
9/6/20,GB,2.212267851
10/6/20,GB,2.210113215
11/6/20,GB,2.21021491
12/6/20,GB,2.20482096
13/6/20,GB,2.19838125
14/6/20,GB,2.193770205
15/6/20,GB,2.192568317
16/6/20,GB,2.190284907
17/6/20,GB,2.186158576
18/6/20,GB,2.184652029
19/6/20,GB,2.185657435
20/6/20,GB,2.188761467
21/6/20,GB,2.190354082
22/6/20,GB,2.190073527
23/6/20,GB,2.189970609
24/6/20,GB,2.19290295
25/6/20,GB,2.193685652
26/6/20,GB,2.194888282
27/6/20,GB,2.190445341
28/6/20,GB,2.18712995
29/6/20,GB,2.182420089
30/6/20,GB,2.179714885
1/7/20,GB,2.180435573
2/7/20,GB,2.18379595
3/7/20,GB,2.184164524
4/7/20,GB,2.18650583
5/7/20,GB,2.187350136
6/7/20,GB,2.190415839
7/7/20,GB,2.192953633
8/7/20,GB,2.191631613
9/7/20,GB,2.187793827
10/7/20,GB,2.189078842
11/7/20,GB,2.189213047
12/7/20,GB,2.188592224
13/7/20,GB,2.189840998
14/7/20,GB,2.191691658
15/7/20,GB,2.192777317
16/7/20,GB,2.19159248
17/7/20,GB,2.189554997
18/7/20,GB,2.185870564
19/7/20,GB,2.187149815
20/7/20,GB,2.183976724
21/7/20,GB,2.180915468
22/7/20,GB,2.178213416
23/7/20,GB,2.175309964
24/7/20,GB,2.16828045
25/7/20,GB,2.162388211
26/7/20,GB,2.156529548
27/7/20,GB,2.148674818
28/7/20,GB,2.143425224
29/7/20,GB,2.132597701
30/7/20,GB,2.128778581
31/7/20,GB,2.12498708
1/8/20,GB,2.124581216
2/8/20,GB,2.121189285
3/8/20,GB,2.122495755
4/8/20,GB,2.118872618
5/8/20,GB,2.115327395
6/8/20,GB,2.10587623
7/8/20,GB,2.097634087
8/8/20,GB,2.089874433
9/8/20,GB,2.081098967
10/8/20,GB,2.070262209
11/8/20,GB,2.063006431
12/8/20,GB,2.057504575
13/8/20,GB,2.053945156
14/8/20,GB,2.05479074
15/8/20,GB,2.045777065
16/8/20,GB,2.042587192
17/8/20,GB,2.038225033
18/8/20,GB,2.031235364
19/8/20,GB,2.031187257
20/8/20,GB,2.027414091
21/8/20,GB,2.024183519
22/8/20,GB,2.027310357
23/8/20,GB,2.024708794
24/8/20,GB,2.021449704
25/8/20,GB,2.021910493
26/8/20,GB,2.016184192
27/8/20,GB,2.014084263
28/8/20,GB,2.012743422
29/8/20,GB,2.009382687
30/8/20,GB,2.009336315
31/8/20,GB,2.012911084
1/9/20,GB,2.012050151
2/9/20,GB,2.014122387
3/9/20,GB,2.012781348
4/9/20,GB,2.010127696
5/9/20,GB,2.013159741
6/9/20,GB,2.013443332
7/9/20,GB,2.013851868
8/9/20,GB,2.015694225
9/9/20,GB,2.016698369
10/9/20,GB,2.019420479
11/9/20,GB,2.015595639
12/9/20,GB,2.012548545
13/9/20,GB,2.007985679
14/9/20,GB,2.003199249
15/9/20,GB,2.00239525
16/9/20,GB,2.003017887
17/9/20,GB,2.003834117
18/9/20,GB,2.007127211
19/9/20,GB,2.006992139
20/9/20,GB,2.009130138
21/9/20,GB,2.013372412
22/9/20,GB,2.015824605
23/9/20,GB,2.01580941
24/9/20,GB,2.017284506
25/9/20,GB,2.02176225
26/9/20,GB,2.024704468
27/9/20,GB,2.027896218
28/9/20,GB,2.030816517
29/9/20,GB,2.035558132
30/9/20,GB,2.04571881
1/10/20,GB,2.058150552
2/10/20,GB,2.064034514
3/10/20,GB,2.070508166
4/10/20,GB,2.079763811
5/10/20,GB,2.084831708
6/10/20,GB,2.083769858
7/10/20,GB,2.077404379
8/10/20,GB,2.068992943
9/10/20,GB,2.064306079
10/10/20,GB,2.063486514
11/10/20,GB,2.063716895
12/10/20,GB,2.067248426
13/10/20,GB,2.076331092
14/10/20,GB,2.083520341
15/10/20,GB,2.087949875
16/10/20,GB,2.095562995
17/10/20,GB,2.104602768
18/10/20,GB,2.110288125
19/10/20,GB,2.113993072
20/10/20,GB,2.114511853
21/10/20,GB,2.116786197
22/10/20,GB,2.123651196
23/10/20,GB,2.129169247
24/10/20,GB,2.128978492
25/10/20,GB,2.129867583
26/10/20,GB,2.135076335
27/10/20,GB,2.13543938
28/10/20,GB,2.139365531
29/10/20,GB,2.137843898
30/10/20,GB,2.14081226
31/10/20,GB,2.15038422
1/11/20,GB,2.160811941
2/11/20,GB,2.170501333
3/11/20,GB,2.190595716
4/11/20,GB,2.207538602
5/11/20,GB,2.226057428
6/11/20,GB,2.243346739
7/11/20,GB,2.259145789
8/11/20,GB,2.272517928
9/11/20,GB,2.283897666
10/11/20,GB,2.286545332
11/11/20,GB,2.289376175
12/11/20,GB,2.295715476
13/11/20,GB,2.296910458
14/11/20,GB,2.29078608
15/11/20,GB,2.287540556
16/11/20,GB,2.285889397
17/11/20,GB,2.286562489
18/11/20,GB,2.289553129
19/11/20,GB,2.292804582
20/11/20,GB,2.298232824
21/11/20,GB,2.310336849
22/11/20,GB,2.318962941
23/11/20,GB,2.328810453
24/11/20,GB,2.338250216
25/11/20,GB,2.347150199
26/11/20,GB,2.353627642
27/11/20,GB,2.353945153
28/11/20,GB,2.354766593
29/11/20,GB,2.356251463
30/11/20,GB,2.354448031
1/12/20,GB,2.355377171
2/12/20,GB,2.357410994
3/12/20,GB,2.359685314
4/12/20,GB,2.367698499
5/12/20,GB,2.373490061
6/12/20,GB,2.377113313
7/12/20,GB,2.380353562
8/12/20,GB,2.381178048
9/12/20,GB,2.377325811
10/12/20,GB,2.372547608
11/12/20,GB,2.368747404
12/12/20,GB,2.362014538
13/12/20,GB,2.364218551
14/12/20,GB,2.366650566
15/12/20,GB,2.371015344
16/12/20,GB,2.378733741
17/12/20,GB,2.389981075
18/12/20,GB,2.401602685
19/12/20,GB,2.416430579
20/12/20,GB,2.427083041
21/12/20,GB,2.439159734
22/12/20,GB,2.455114997
23/12/20,GB,2.474682011
24/12/20,GB,2.492927774
25/12/20,GB,2.510486412
26/12/20,GB,2.530152794
27/12/20,GB,2.548505241
28/12/20,GB,2.567598101
29/12/20,GB,2.585095724
30/12/20,GB,2.593407272
31/12/20,GB,2.603602203
1/1/21,GB,2.614809256
2/1/21,GB,2.623073812
3/1/21,GB,2.635001073
4/1/21,GB,2.642804077
5/1/21,GB,2.647317067
6/1/21,GB,2.652400161
7/1/21,GB,2.656841668
8/1/21,GB,2.660667348
9/1/21,GB,2.665784015
10/1/21,GB,2.667637215
11/1/21,GB,2.671416352
12/1/21,GB,2.681132289
13/1/21,GB,2.690221811
14/1/21,GB,2.697060516
15/1/21,GB,2.7071523
16/1/21,GB,2.712704028
17/1/21,GB,2.718141023
18/1/21,GB,2.721359097
19/1/21,GB,2.719678262
20/1/21,GB,2.722544183
21/1/21,GB,2.723093852
22/1/21,GB,2.719588537
23/1/21,GB,2.712473457
24/1/21,GB,2.711338245
25/1/21,GB,2.714522957
26/1/21,GB,2.721765016
27/1/21,GB,2.724419406
28/1/21,GB,2.731591859
29/1/21,GB,2.741120663
30/1/21,GB,2.75293356
31/1/21,GB,2.759716067
1/2/21,GB,2.763650537
2/2/21,GB,2.764142736
3/2/21,GB,2.769617585
4/2/21,GB,2.771883172
5/2/21,GB,2.770791076
6/2/21,GB,2.771856287
7/2/21,GB,2.772907223
8/2/21,GB,2.777352836
9/2/21,GB,2.779195205
10/2/21,GB,2.781748245
11/2/21,GB,2.788360243
12/2/21,GB,2.79437647
13/2/21,GB,2.801685324
14/2/21,GB,2.808469992
15/2/21,GB,2.813101997
16/2/21,GB,2.82102231
17/2/21,GB,2.829637405
18/2/21,GB,2.835008491
19/2/21,GB,2.837357963
20/2/21,GB,2.841948996
21/2/21,GB,2.849240216
22/2/21,GB,2.858437165
23/2/21,GB,2.861038418
24/2/21,GB,2.860850804
25/2/21,GB,2.855904795
26/2/21,GB,2.853379716
27/2/21,GB,2.849584649
28/2/21,GB,2.84186251
1/3/21,GB,2.832322106
2/3/21,GB,2.832802789
3/3/21,GB,2.828939573
4/3/21,GB,2.829239716
5/3/21,GB,2.826335892
6/3/21,GB,2.820560471
7/3/21,GB,2.817220608
8/3/21,GB,2.817992834
9/3/21,GB,2.807295946
10/3/21,GB,2.801334914
11/3/21,GB,2.790668817
12/3/21,GB,2.779006855
13/3/21,GB,2.771071287
14/3/21,GB,2.759528219
15/3/21,GB,2.745547092
16/3/21,GB,2.733930978
17/3/21,GB,2.720463794
18/3/21,GB,2.708755358
19/3/21,GB,2.699222683
20/3/21,GB,2.681996306
21/3/21,GB,2.665517837
22/3/21,GB,2.646698675
23/3/21,GB,2.628418612
24/3/21,GB,2.612287203
25/3/21,GB,2.594445194
26/3/21,GB,2.571793542
27/3/21,GB,2.546126195
28/3/21,GB,2.520503184
29/3/21,GB,2.494153647
30/3/21,GB,2.469164556
31/3/21,GB,2.444739184
1/4/21,GB,2.429874711
2/4/21,GB,2.417413301
3/4/21,GB,2.416600738
4/4/21,GB,2.412375348
5/4/21,GB,2.40964761
6/4/21,GB,2.411716694
7/4/21,GB,2.412843047
8/4/21,GB,2.407379368
9/4/21,GB,2.405352988
10/4/21,GB,2.399714122
11/4/21,GB,2.398969764
12/4/21,GB,2.396963495
13/4/21,GB,2.392834079
14/4/21,GB,2.389828645
15/4/21,GB,2.390415046
16/4/21,GB,2.391312243
17/4/21,GB,2.394962084
18/4/21,GB,2.394579602
19/4/21,GB,2.393175144
20/4/21,GB,2.388463571
21/4/21,GB,2.383868709
22/4/21,GB,2.374106643
23/4/21,GB,2.362886169
24/4/21,GB,2.351441984
25/4/21,GB,2.341197812
26/4/21,GB,2.332422004
27/4/21,GB,2.324362823
28/4/21,GB,2.314736294
29/4/21,GB,2.306450117
30/4/21,GB,2.297901687
1/5/21,GB,2.28863641
2/5/21,GB,2.282728595
3/5/21,GB,2.27450204
4/5/21,GB,2.270162021
5/5/21,GB,2.266967062
6/5/21,GB,2.264057396
7/5/21,GB,2.26162167
8/5/21,GB,2.25749554
9/5/21,GB,2.252441786
10/5/21,GB,2.247640036
11/5/21,GB,2.239793395
12/5/21,GB,2.232478165
13/5/21,GB,2.227222997
